track_id,track_name,track_artist,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,energy,tempo,danceability,loudness,liveness,valence,speechiness,acousticness,instrumentalness,track_popularity,duration_ms,mode,key,time_signature,release_year,release_month,release_quarter,playlist_specified_genre
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,2024-08-01,pop,mainstream,0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,0.308,0.0,100,251668,0,6,3,2024,8,3,pop_mainstream
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-01,pop,mainstream,0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,0.2,0.0608,97,210373,1,2,4,2024,5,2,pop_mainstream
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-01,pop,mainstream,0.808,108.548,0.554,-4.169,0.159,0.372,0.0368,0.214,0.0,93,166300,1,1,4,2024,10,4,pop_mainstream
1d7Ptw3qYcfpdLNL5REhtJ,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-01,pop,mainstream,0.91,112.966,0.67,-4.07,0.304,0.786,0.0634,0.0939,0.0,81,157280,0,0,4,2024,8,3,pop_mainstream
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",APT.,2024-10-01,pop,mainstream,0.783,149.027,0.777,-4.477,0.355,0.939,0.26,0.0283,0.0,98,169917,0,0,4,2024,10,4,pop_mainstream
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-01,pop,mainstream,0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,0.0502,0.0,94,218424,0,11,4,2024,4,2,pop_mainstream
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,Diet Pepsi,2024-08-01,pop,mainstream,0.561,150.069,0.669,-6.538,0.0954,0.841,0.0411,0.495,0.00962,88,169698,1,10,4,2024,8,3,pop_mainstream
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-01,pop,mainstream,0.247,148.101,0.467,-12.002,0.17,0.126,0.0431,0.612,0.000271,93,261467,0,6,4,2024,5,2,pop_mainstream
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,Sailor Song,2024-07-01,pop,mainstream,0.416,94.926,0.492,-10.439,0.203,0.297,0.0254,0.686,8.61e-05,71,211979,1,11,4,2024,7,3,pop_mainstream
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",Timeless,2024-09-01,hip-hop,mainstream,0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,0.0584,2.56e-06,92,256000,0,11,4,2024,9,3,hip-hop_mainstream
3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,"Charli xcx, Billie Eilish",Guess featuring Billie Eilish,2024-08-01,gaming,mainstream,0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,0.0146,0.3,85,145219,1,7,4,2024,8,3,gaming_mainstream
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-01,gaming,mainstream,0.586,107.071,0.669,-6.073,0.104,0.579,0.054,0.274,0.0,88,186365,1,9,4,2024,6,2,gaming_mainstream
1f18HzFpegqvH4ibGJyeMJ,2 hands,Tate McRae,2 hands,2024-11-01,pop,mainstream,0.806,104.032,0.608,-3.443,0.191,0.587,0.0486,0.121,0.0,79,181821,1,1,4,2024,11,4,pop_mainstream
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-01,gaming,mainstream,0.709,81.012,0.722,-4.95,0.0804,0.604,0.0273,0.0633,0.0,86,171292,1,9,4,2024,4,2,gaming_mainstream
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-01,gaming,mainstream,0.757,139.982,0.742,-4.981,0.305,0.957,0.0421,0.0187,0.0,88,184841,1,6,4,2023,9,3,gaming_mainstream
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,Disease,2024-10-01,pop,mainstream,0.917,100.987,0.562,-2.768,0.488,0.501,0.117,0.0513,0.0,86,229997,0,11,4,2024,10,4,pop_mainstream
5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),2024-10-01,pop,mainstream,0.787,109.939,0.734,-3.951,0.312,0.672,0.116,0.126,0.0,82,155757,0,5,4,2024,10,4,pop_mainstream
7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Morgan Wallen,Love Somebody,2024-10-01,pop,mainstream,0.843,122.064,0.619,-5.348,0.164,0.746,0.0284,0.00948,0.000118,86,204829,0,5,4,2024,10,4,pop_mainstream
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-01,pop,mainstream,0.406,115.94,0.53,-7.507,0.133,0.338,0.033,0.656,0.0,90,157147,1,10,3,2024,6,2,pop_mainstream
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,2024-06-01,gaming,mainstream,0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.0563,0.336,86,177599,0,8,4,2024,6,2,gaming_mainstream
3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler TheCreator|, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,2024-10-01,pop,mainstream,0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0.285,0.0,88,255916,1,1,4,2024,10,4,pop_mainstream
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,2024-04-01,gaming,mainstream,0.76,103.969,0.701,-5.478,0.185,0.69,0.0285,0.107,6.54e-05,90,175459,1,0,4,2024,4,2,gaming_mainstream
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,Mantra,2024-10-01,pop,mainstream,0.725,116.988,0.894,-4.984,0.0815,0.838,0.0432,0.00434,1.15e-05,89,136627,0,10,4,2024,10,4,pop_mainstream
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,2024-11-01,pop,mainstream,0.563,105.008,0.833,-5.593,0.139,0.343,0.204,0.528,1.27e-05,82,182857,0,4,4,2024,11,4,pop_mainstream
2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,Don Toliver,HARDSTONE PSYCHO,2024-06-01,hip-hop,mainstream,0.628,119.98,0.757,-6.715,0.221,0.321,0.101,0.189,0.0209,85,217333,0,4,4,2024,6,2,hip-hop_mainstream
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",I Had Some Help,2024-05-01,gaming,mainstream,0.855,127.986,0.638,-4.86,0.245,0.731,0.0264,0.00757,0.0,84,178206,1,7,4,2024,5,2,gaming_mainstream
4IadxL6BUymXlh8RCJJu7T,Too Sweet,Hozier,Unheard,2024-03-01,gaming,mainstream,0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,0.0295,0.000809,77,251424,1,10,4,2024,3,1,gaming_mainstream
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,Submarine,2024-05-01,pop,mainstream,0.339,97.989,0.705,-10.612,0.12,0.457,0.0278,0.552,0.0814,84,236907,1,7,4,2024,5,2,pop_mainstream
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,2024-09-01,pop,mainstream,0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,0.496,1.36e-05,93,225881,1,6,3,2024,9,3,pop_mainstream
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,Stargazing,2024-05-01,gaming,mainstream,0.601,123.994,0.635,-6.129,0.11,0.332,0.0295,0.246,0.0,88,172533,0,1,4,2024,5,2,gaming_mainstream
4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-01,pop,mainstream,0.691,167.029,0.836,-4.222,0.282,0.703,0.363,0.00586,0.0,70,149461,1,1,4,2024,10,4,pop_mainstream
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-01,gaming,mainstream,0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,0.0615,3.04e-05,81,228639,1,5,4,2024,3,1,gaming_mainstream
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,Beautiful Things,2024-01-01,gaming,mainstream,0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.151,0.0,85,180304,1,10,3,2024,1,1,gaming_mainstream
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",LA PANTERA NEGRA (DELUXE),2024-10-01,pop,mainstream,0.709,194.055,0.744,-5.778,0.0847,0.712,0.284,0.0501,0.0,84,130880,0,6,4,2024,10,4,pop_mainstream
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,Touch,2024-07-01,pop,mainstream,0.904,167.033,0.739,-2.655,0.0948,0.788,0.0442,0.549,1.03e-05,85,129883,0,5,4,2024,7,3,pop_mainstream
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-01,pop,mainstream,0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,0.199,1.9e-05,89,210689,1,9,3,2023,9,3,pop_mainstream
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,Belong Together,2024-02-01,gaming,mainstream,0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,0.491,0.0,82,148318,1,2,4,2024,2,1,gaming_mainstream
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,2024-06-01,latin,mainstream,0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.446,0.000594,93,195824,1,11,4,2024,6,2,latin_mainstream
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,DECIDE,2022-09-01,pop,mainstream,0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,0.0351,0.00259,89,159246,1,2,4,2022,9,3,pop_mainstream
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT,2024-04-01,pop,mainstream,0.386,192.004,0.504,-10.976,0.0961,0.281,0.0308,0.502,1.53e-05,84,228965,1,11,4,2024,4,2,pop_mainstream
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",PRIMERA MUSA,2024-09-01,latin,mainstream,0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0.103,0.0,89,223320,0,6,4,2024,9,3,latin_mainstream
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,2024-05-01,hip-hop,mainstream,0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0107,0.0,88,274192,1,1,4,2024,5,2,hip-hop_mainstream
4p7DTkyrKqT98xlIwYYfXz,Running Wild,Jin,Happy,2024-11-01,pop,mainstream,0.711,146.921,0.487,-4.22,0.152,0.317,0.0322,0.000175,0.0,85,151647,1,8,4,2024,11,4,pop_mainstream
3mg9jYNC1NihbthlglzrWP,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,2024-11-01,latin,mainstream,0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0.221,0.0,84,298131,0,1,4,2024,11,4,latin_mainstream
0io16MKpbeDIdYzmGpQaES,Embrace It,Ndotz,Embrace It,2024-08-01,pop,mainstream,0.645,114.933,0.882,-7.233,0.057,0.788,0.0601,0.475,4.13e-05,87,104419,1,1,4,2024,8,3,pop_mainstream
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,The Emptiness Machine,2024-09-01,pop,mainstream,0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,0.0156,0.0,89,190428,1,7,4,2024,9,3,pop_mainstream
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,MUSE,2024-07-01,pop,mainstream,0.756,116.034,0.66,-3.743,0.193,0.838,0.032,0.00289,0.0,92,170888,0,0,4,2024,7,3,pop_mainstream
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),1976-12-01,rock,classic,0.508,147.125,0.579,-9.484,0.0575,0.609,0.027,0.00574,0.000494,81,391376,1,2,4,1976,12,4,rock_classic
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,The Razors Edge,1990-09-01,rock,classic,0.89,133.52,0.502,-5.175,0.217,0.259,0.0364,0.000147,0.0117,83,292880,1,4,4,1990,9,3,rock_classic
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,Elephant,2003-04-01,rock,classic,0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,0.0039,0.118,82,232107,0,4,4,2003,4,2,rock_classic
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,Pablo Honey,1993-02-01,rock,classic,0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,0.0097,0.000133,86,238640,1,7,4,1993,2,1,rock_classic
4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nirvana,Nevermind (Remastered),1991-09-01,rock,classic,0.824,120.125,0.5,-5.846,0.0916,0.539,0.0388,0.00016,0.00161,76,218920,0,4,4,1991,9,3,rock_classic
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),1999-06-01,rock,classic,0.767,96.483,0.592,-2.788,0.127,0.328,0.027,0.0021,0.00165,81,329733,0,9,4,1999,6,2,rock_classic
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,1987-07-01,rock,classic,0.952,125.304,0.445,-5.321,0.112,0.624,0.0522,0.09,0.0843,84,356067,1,6,4,1987,7,3,rock_classic
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,Aftermath,1966-04-01,rock,classic,0.795,158.691,0.464,-9.267,0.399,0.612,0.0926,0.0493,0.00244,81,202267,1,1,4,1966,4,2,rock_classic
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),1977-02-01,rock,classic,0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,0.0644,0.00428,84,257800,1,0,4,1977,2,1,rock_classic
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,The Colour And The Shape,1997-05-01,rock,classic,0.881,158.066,0.413,-5.541,0.0805,0.364,0.0367,5.99e-05,0.000308,81,250547,0,11,4,1997,5,2,rock_classic
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),1981-11-01,rock,classic,0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0.326,0.0,77,175173,1,4,4,1981,11,4,rock_classic
6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,Point Of Know Return (Expanded Edition),1977-02-01,rock,classic,0.322,93.503,0.475,-10.687,0.11,0.387,0.0283,0.367,0.00056,79,206267,1,7,4,1977,2,1,rock_classic
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,1979-11-01,rock,classic,0.394,104.114,0.693,-15.882,0.247,0.721,0.0428,0.0782,0.000694,74,238747,1,0,4,1979,11,4,rock_classic
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,Bon Jovi,1984-01-01,rock,classic,0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,0.00375,1.91e-05,72,230667,0,9,4,1984,1,1,rock_classic
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,Dookie,1994-02-01,rock,classic,0.943,85.064,0.442,-3.205,0.091,0.781,0.0602,0.00293,8.71e-06,80,181533,1,3,4,1994,2,1,rock_classic
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1991-09-01,rock,classic,0.345,84.581,0.559,-13.496,0.141,0.458,0.0459,0.0576,0.000105,82,264307,1,4,4,1991,9,3,rock_classic
1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,Billy Idol,1982-01-01,rock,classic,0.814,147.193,0.673,-5.411,0.343,0.728,0.0367,0.0134,0.00293,70,252200,1,9,4,1982,1,1,rock_classic
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,Back In Black,1980-07-01,rock,classic,0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,0.00287,0.000513,81,210173,1,7,4,1980,7,3,rock_classic
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,1965-07-01,rock,classic,0.863,136.302,0.723,-7.89,0.128,0.931,0.0338,0.0383,0.0317,76,222813,1,2,4,1965,7,3,rock_classic
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1972-06-01,rock,classic,0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,0.166,2.23e-06,76,254293,1,5,4,1972,6,2,rock_classic
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1969-10-01,rock,classic,0.902,89.74,0.412,-11.6,0.405,0.422,0.405,0.0484,0.131,72,333893,1,9,4,1969,10,4,rock_classic
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,L.A. Woman,1971-04-01,rock,classic,0.722,103.886,0.55,-11.729,0.11,0.716,0.0283,0.25,0.0129,70,434720,0,11,4,1971,4,2,rock_classic
6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,Ten,1991-08-01,rock,classic,0.944,105.338,0.394,-6.506,0.298,0.265,0.0761,0.00178,4.54e-06,77,292581,0,10,4,1991,8,3,rock_classic
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,1984-06-01,rock,classic,0.952,122.093,0.398,-6.042,0.1,0.584,0.061,0.000373,7.75e-05,72,278680,1,4,4,1984,6,2,rock_classic
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),1997-09-01,rock,classic,0.917,171.176,0.356,-6.006,0.406,0.518,0.0479,0.0335,0.0,79,357267,1,9,4,1997,9,3,rock_classic
2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),Guns N' Roses,Use Your Illusion I,1991-09-01,rock,classic,0.589,124.634,0.455,-8.64,0.104,0.254,0.0328,0.00184,0.00358,75,283733,1,11,4,1991,9,3,rock_classic
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,1968-10-01,rock,classic,0.805,113.253,0.438,-6.237,0.0842,0.564,0.0624,0.00255,5.69e-05,72,240800,1,8,4,1968,10,4,rock_classic
18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),1981-01-01,rock,classic,0.239,189.507,0.446,-13.945,0.0697,0.298,0.0316,0.551,4.1e-06,76,336453,1,0,4,1981,1,1,rock_classic
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,Talking Heads '77 (Deluxe Version),1977-09-01,rock,classic,0.521,123.118,0.721,-8.123,0.127,0.942,0.0613,0.0708,0.00545,76,261413,1,2,4,1977,9,3,rock_classic
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,1993-03-01,rock,classic,0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,0.00165,0.0109,71,211933,0,11,4,1993,3,1,rock_classic
54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),Metallica,Master of Puppets (Remastered Deluxe Box Set),1986-03-01,rock,classic,0.828,105.25,0.539,-9.108,0.154,0.562,0.035,0.00067,0.421,70,515387,0,4,4,1986,3,1,rock_classic
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),1987-04-01,rock,classic,0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,0.258,0.01,79,226653,1,4,4,1987,4,2,rock_classic
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),1970-12-01,rock,classic,0.697,116.109,0.741,-7.028,0.133,0.774,0.0277,0.0664,2.28e-05,84,160133,1,0,4,1970,12,4,rock_classic
4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,The Cars,1978-06-01,rock,classic,0.579,127.215,0.62,-9.307,0.0858,0.691,0.0473,0.0152,6.4e-05,69,225627,1,4,4,1978,6,2,rock_classic
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),1991-09-01,rock,classic,0.912,116.761,0.502,-4.556,0.106,0.72,0.0564,2.55e-05,0.000173,76,301920,1,1,4,1991,9,3,rock_classic
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1992-09-01,rock,classic,0.833,88.785,0.466,-4.215,0.0327,0.661,0.304,0.0266,0.0,78,313573,1,7,4,1992,9,3,rock_classic
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-01,rock,classic,0.376,164.775,0.53,-11.913,0.0926,0.188,0.04,0.0304,0.247,75,259947,0,9,4,1969,9,3,rock_classic
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),1976-12-01,rock,classic,0.786,126.755,0.482,-5.735,0.446,0.793,0.032,0.00321,8.88e-05,73,323000,1,7,4,1976,12,4,rock_classic
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,Blur (Special Edition),1997-02-01,rock,classic,0.789,129.802,0.674,-6.903,0.0753,0.918,0.0676,0.00178,0.00708,78,121160,1,8,4,1997,2,1,rock_classic
7wCmS9TTVUcIhRalDYFgPy,Where Is My Mind? - 2007 Remaster,Pixies,Surfer Rosa (2007 Remaster),1988-03-01,rock,classic,0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,0.0204,0.000453,76,234973,1,4,4,1988,3,1,rock_classic
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),1982-01-01,rock,classic,0.836,113.375,0.743,-6.465,0.384,0.82,0.116,0.0804,0.0,80,188987,1,2,4,1982,1,1,rock_classic
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),1980-06-01,rock,classic,0.528,109.975,0.932,-6.472,0.163,0.757,0.161,0.115,0.329,71,214653,0,5,4,1980,6,2,rock_classic
4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,The Resistance,2009-09-01,rock,classic,0.905,128.019,0.602,-4.046,0.117,0.411,0.0775,0.000202,0.064,75,304840,1,2,4,2009,9,3,rock_classic
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,1966-12-01,rock,classic,0.519,98.883,0.653,-10.164,0.101,0.822,0.0497,0.406,0.0209,76,153693,1,2,4,1966,12,4,rock_classic
0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,Van Halen (Remastered),1978-02-01,rock,classic,0.946,138.18,0.454,-5.978,0.173,0.647,0.13,0.0223,0.0,68,156147,0,1,4,1978,2,1,rock_classic
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),1994-03-01,rock,classic,0.828,105.435,0.35,-5.373,0.0774,0.147,0.041,0.000217,0.000161,76,318587,1,6,4,1994,3,1,rock_classic
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,Santana's Greatest Hits,1994-07-01,rock,classic,0.349,124.348,0.489,-14.295,0.0866,0.622,0.0323,0.676,0.0789,70,196467,0,2,4,1994,7,3,rock_classic
1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,5,1998-05-01,rock,classic,0.872,159.925,0.587,-5.066,0.622,0.735,0.0484,0.018,0.0,73,221333,1,7,4,1998,5,2,rock_classic
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,Reggatta De Blanc (Remastered 2003),1979-10-01,rock,classic,0.808,151.008,0.577,-7.04,0.221,0.869,0.039,0.0338,1.33e-05,75,290280,0,1,4,1979,10,4,rock_classic
7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,"""Heroes"" (2017 Remaster)",1977-02-01,rock,classic,0.758,112.113,0.489,-6.491,0.092,0.435,0.0297,0.000678,0.49,72,371413,1,7,4,1977,2,1,rock_classic
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),1970-12-01,rock,classic,0.932,112.937,0.564,-10.068,0.349,0.619,0.0554,0.013,0.169,75,146250,1,11,4,1970,12,4,rock_classic
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,1977-02-01,rock,classic,0.338,177.765,0.388,-10.054,0.248,0.478,0.0329,0.652,3.73e-06,76,303373,1,10,4,1977,2,1,rock_classic
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,1980-07-01,rock,classic,0.7,188.386,0.31,-5.678,0.0828,0.763,0.047,0.011,0.00965,83,255493,1,9,4,1980,7,3,rock_classic
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,Little Queen,1977-05-01,rock,classic,0.691,137.145,0.548,-13.553,0.144,0.667,0.0369,0.015,0.106,74,261933,0,4,4,1977,5,2,rock_classic
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,1972-05-01,rock,classic,0.532,136.576,0.601,-9.119,0.0925,0.342,0.0286,0.433,5.95e-06,79,281613,1,10,4,1972,5,2,rock_classic
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition),1993-09-01,rock,classic,0.641,203.006,0.256,-10.283,0.0853,0.382,0.0552,0.199,0.0329,79,281160,1,1,4,1993,9,3,rock_classic
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),1976-12-01,rock,classic,0.755,109.535,0.667,-7.246,0.0523,0.883,0.069,0.0966,6.94e-05,68,286220,1,9,4,1976,12,4,rock_classic
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,Toto IV,1982-04-01,rock,classic,0.373,92.718,0.671,-18.064,0.0481,0.732,0.0323,0.257,8.01e-05,83,295893,1,9,4,1982,4,2,rock_classic
